序号,专业,项目名称,规格,型号,工作压力,材质,,,,,单位,数量,"单价（元）
不含税","合计（元）
不含税",税率,税额（元）,价税合计（元）,品牌,备注
13,给排水,闸阀,DN65,TMRC-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,石墨,个,65,1438.9380530973453,93530.97345132745,0.13,12159.026548672568,105690.00000000001,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
14,给排水,闸阀,DN65,TMRC-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,石墨,个,51,1438.9380530973453,73385.84070796461,0.13,9540.1592920354,82926.00000000001,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
15,给排水,截止阀,DN70,JZXV-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,石墨,个,4,1568.1415929203542,6272.566371681417,0.13,815.4336283185843,7088.000000000001,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
16,给排水,截止阀,DN80,JZXV-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,石墨,个,6,1617.699115044248,9706.194690265487,0.13,1261.8053097345135,10968,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
17,给排水,截止阀,DN150,JZXV-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,石墨,个,2,4115.929203539823,8231.858407079646,0.13,1070.141592920354,9302,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
18,给排水,蝶阀,DN150,WBLP-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢+石墨,个,17,815.0442477876107,13855.752212389383,0.13,1801.24778761062,15657.000000000004,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
19,给排水,蝶阀,DN125,WBLX-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢+石墨,个,5,611.5044247787611,3057.522123893805,0.13,397.4778761061947,3455,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
20,给排水,蝶阀, DN100,WBLX-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢+石墨,个,17,511.5044247787611,8695.57522123894,0.13,1130.4247787610623,9826.000000000002,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
21,给排水,蝶阀,DN100,WBLX-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢+石墨,个,8,511.5044247787611,4092.035398230089,0.13,531.9646017699116,4624.000000000001,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
22,给排水,蝶阀,DN80,WBLX-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢+石墨,个,3,363.7168141592921,1091.1504424778764,0.13,141.84955752212394,1233.0000000000002,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
23,给排水,蝶阀,DN50,WBLX-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢+石墨,个,8,261.9469026548673,2095.5752212389384,0.13,272.424778761062,2368.0000000000005,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
24,给排水,蝶阀,DN50,WBLX-16P,1.6MPa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢+石墨,个,9,261.9469026548673,2357.5221238938057,0.13,306.47787610619474,2664.0000000000005,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
25,给排水,球阀,DN150,QFVX-16P,1.6MPa,不锈钢,不锈钢,/,不锈钢,聚四氟乙烯,个,2,2708.849557522124,5417.699115044248,0.13,704.3008849557523,6122,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
26,给排水,球阀,DN100,QFVX-16P,1.6MPa,不锈钢,不锈钢,/,不锈钢,聚四氟乙烯,个,14,1624.778761061947,22746.90265486726,0.13,2957.0973451327436,25704.000000000004,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
27,给排水,Y型过滤器,DN150,YSTX-16P,1.6MPa,不锈钢,不锈钢,/,/,丁腈橡胶,个,3,2501.769911504425,7505.3097345132755,0.13,975.6902654867258,8481.000000000002,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
28,给排水,Y型过滤器,DN125,YSTX-16P,1.6MPa,不锈钢,不锈钢,/,/,丁腈橡胶,个,1,1879.6460176991152,1879.6460176991152,0.13,244.35398230088498,2124,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
29,给排水,Y型过滤器,DN100,YSTX-16P,1.6MPa,不锈钢,不锈钢,/,/,丁腈橡胶,个,10,1377.8761061946905,13778.761061946905,0.13,1791.2389380530976,15570.000000000004,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
30,给排水,Y型过滤器,DN100,YSTX-16P,1.6MPa,不锈钢,不锈钢,/,/,丁腈橡胶,个,5,1377.8761061946905,6889.380530973453,0.13,895.6194690265488,7785.000000000002,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
31,给排水,Y型过滤器,DN70,YSTX-16P,1.6MPa,不锈钢,不锈钢,/,/,丁腈橡胶,个,5,915.0442477876107,4575.221238938054,0.13,594.778761061947,5170.000000000001,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
32,给排水,Y型过滤器,DN70,YSTX-16P,1.6MPa,不锈钢,不锈钢,/,/,丁腈橡胶,个,3,915.0442477876107,2745.132743362832,0.13,356.86725663716817,3102.0000000000005,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
33,给排水,止回阀,DN150,SCVX-16P,1.6MPa,不锈钢,/,不锈钢,不锈钢,丁腈橡胶,个,1,2757.5221238938057,2757.5221238938057,0.13,358.47787610619474,3116.0000000000005,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
34,给排水,止回阀,DN150,SCVX-16P,1.6MPa,不锈钢,/,不锈钢,不锈钢,丁腈橡胶,个,1,2757.5221238938057,2757.5221238938057,0.13,358.47787610619474,3116.0000000000005,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
35,给排水,止回阀,DN100,SCVX-16P,1.6MPa,不锈钢,/,不锈钢,不锈钢,丁腈橡胶,个,19,1423.8938053097347,27053.98230088496,0.13,3517.0176991150447,30571.000000000004,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
36,给排水,止回阀,DN100,SCVX-16P,1.6MPa,不锈钢,/,不锈钢,不锈钢,丁腈橡胶,个,12,1423.8938053097347,17086.725663716818,0.13,2221.274336283186,19308.000000000004,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
37,给排水,止回阀,DN80,SCVX-16P,1.6MPa,不锈钢,/,不锈钢,不锈钢,丁腈橡胶,个,3,1193.8053097345135,3581.41592920354,0.13,465.58407079646025,4047.0000000000005,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
38,给排水,止回阀,DN70,SCVX-16P,1.6MPa,不锈钢,/,不锈钢,不锈钢,丁腈橡胶,个,2,963.7168141592921,1927.4336283185842,0.13,250.56637168141594,2178,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
39,给排水,止回阀,DN65,SCVX-16P,1.6MPa,不锈钢,/,不锈钢,不锈钢,丁腈橡胶,个,2,963.7168141592921,1927.4336283185842,0.13,250.56637168141594,2178,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
40,给排水,可调式减压阀,DN150,820Y-16P,1.6MPa,不锈钢,不锈钢,/,不锈钢,丁腈橡胶,个,1,8021.2389380530985,8021.2389380530985,0.13,1042.7610619469028,9064.000000000002,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
41,给排水,可调式减压阀,DN100,820Y-16P,1.6MPa,不锈钢,不锈钢,/,不锈钢,丁腈橡胶,个,4,4673.451327433629,18693.805309734515,0.13,2430.1946902654868,21124,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
42,给排水,可调式减压阀,DN80,820Y-16P,1.6MPa,不锈钢,不锈钢,/,不锈钢,丁腈橡胶,个,4,3870.7964601769913,15483.185840707965,0.13,2012.8141592920356,17496,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
43,给排水,可调式减压阀,DN80,820Y-16P,1.6MPa,不锈钢,不锈钢,/,不锈钢,丁腈橡胶,个,2,3870.7964601769913,7741.592920353983,0.13,1006.4070796460178,8748,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
44,给排水,可调式减压阀,DN70,820Y-16P,1.6MPa,不锈钢,不锈钢,/,不锈钢,丁腈橡胶,个,1,3261.061946902655,3261.061946902655,0.13,423.9380530973452,3685.0000000000005,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
45,给排水,可调式减压阀,DN65,820Y-16P,1.6MPa,不锈钢,不锈钢,/,不锈钢,丁腈橡胶,个,4,3261.061946902655,13044.24778761062,0.13,1695.7522123893807,14740.000000000002,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
46,给排水,倒流防止器,DN70,DFSX-16P,1.6MPa,不锈钢,不锈钢,/,不锈钢,丁腈橡胶,个,4,1605.3097345132744,6421.238938053098,0.13,834.7610619469027,7256,KEYSTONE,2025.9.25，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
